TICKER,SETOR,COTACAO_FECHAMENTO,VALOR,LIQUIDEZMEDIADIARIA,PVP,YELD,MEDIA_YIELD_12M,SOMA_YIELD_ANO_CORRENTE,RENTABILIDADE,NUMERO_COTISTA,TX_GESTAO,PATRIMONIO_LIQUIDO
NELO11,Logística,---,0,,0,0.0000,0.0000,0.0000,---,2,,569034965.4400
NEWL11,Imóveis Industriais e Logísticos,99.0000,101.78,373617.28,0.7765,0.9600,0.9517,5.0500,3.6248,9256,,520442425.4300
NEWU11,Lajes Corporativas,77.0400,74.49,238421.11,0.9963,0.0900,0.0900,0.5100,-0.4836,1149,,57721617.0100
NEXG11,Agricultura,132.9500,129.9,173927.94,1.3085,0.7100,0.7067,2.8300,13.6668,603,,69394305.7400
NSLU11,Hospitalar,155.9500,157.09,105491.56,0.7373,0.9800,0.9867,5.2300,8.7937,5572,,271121349.3200
NUIF11,Outros,86.2500,91.08,157898.44,0,1.2800,1.1883,4.8700,2.0720,0,,0
NVHO11,Hospitalar,10.7000,11.17,1482.39,0.6631,0.8100,0.7358,3.7200,-10.5238,1885,,688351384.4200
NVIF11B,Fundo de Desenvolvimento,---,227.5,,0.8641,0.0000,0.0000,0.0000,---,7,,88829544.9400
NVRP11,Outros,60.2700,60.27,524.09,0,107.4000,107.4000,107.4000,---,0,,0
OBAL11,Imóveis Residenciais,987.0900,1095,47.61,0.9095,7.3400,7.3400,7.3400,---,108,,170096003.06
OCRE11,Papéis,74.4800,73.5,21047.94,0.8155,0.8000,0.6158,3.5200,-15.6953,475,,38383630.85
OGHY11,Outros,---,8.72,22847.1,0.1367,0.0000,0.0000,0.9900,---,8102,,118155565.38
OGIN11,Misto,8.3300,7.31,125873.5,0,0.9600,0.9850,2.0300,-11.9176,0,,0
OIAG11,Outros,7.4500,7.65,139838.5,0.7851,1.4100,1.3767,5.6700,13.7299,12659,,89549121.5100
ONEF11,Lajes Corporativas,---,200.03,114431.47,3.1348,0.0000,0.0000,0.0000,---,8102,,166518054.6300
OPTM11,Misto,---,0,,0,0.0000,0.0000,0.0000,---,15,,4214110.12
ORPD11,Fundo de Desenvolvimento,---,93,402.75,0.6537,0.0000,0.0000,0.0000,---,6,,36158397.7800
OUFF11,Fundo de Fundos,60.4100,61.1,264340.11,0.9575,1.2500,0.2733,7.1000,-4.0100,8102,,142517935.8200
OUJP11,Papéis,78.9400,77.56,407128.39,0.7899,1.3300,1.2700,7.0300,16.1298,25288,,320684895.6000
OULG11,Imóveis Industriais e Logísticos,32.2700,37.5,177271.17,0.6072,2.3700,0.1975,2.3700,5.6437,3776,,153057330.2300
OURE11,Misto,77.8800,78.2,224923.68,1.2255,1.3900,0.3233,8.6800,19.4212,8102,,108172369.3100
PABY11,Fundo de Desenvolvimento,---,10.59,89.22,0.2271,---,---,---,---,553,,190677892.8400
PATA11,Misto,10.6900,10.8,20479.11,1.0865,1.1800,1.0388,5.6400,7.6803,198,,16919617.32
PATB11,Lajes Corporativas,---,0,,0,0.0000,0.0000,0.0000,---,1,,786904000.41
PATC11,Fundo de Desenvolvimento,35.1000,35.59,90134.33,0.8618,0.4300,0.3883,2.1300,4.0453,5842,,143652793.4000
PATL11,Imóveis Industriais e Logísticos,48.5500,49.01,436789.17,0.512,1.1700,1.1525,6.2300,17.3885,25517,,482034598.2800
PCAS11,Outros,---,0,,0,0.0000,0.0000,0.0000,---,100,,301783685.66
PEMA11,Papéis,39.0100,39.01,992.67,0.6107,4.2300,1.4267,10.9500,43.2861,298,,35261789
PFIN11,Outros,64.8300,72.76,1725580.56,0,2.0100,0.4192,5.0300,5.7664,0,,0
PICE11,Outros,34.4200,36.71,112828.56,0,1.1600,0.2508,1.1600,-6.9501,0,,0
PLAG11,Outros,48.0000,47.1,772922.06,0.78,0.9600,1.0342,5.2900,18.6525,17017,,305692215.5
PLCA11,Outros,73.2500,71.35,74309.39,0.7527,0.3300,1.2900,6.3400,18.9523,2664,,52544142.6600
PLCR11,Papéis,81.1600,79.85,327659,0.8704,1.1100,1.0642,5.8900,16.6995,14985,,191932714.5000
PLOG11,Imóveis Industriais e Logísticos,70.9600,66.71,70165.04,0.629,0.9900,1.0108,4.0900,0.5538,3284,,75296076.0900
PLRI11,Papéis,15.9100,15.29,6039.89,0.8284,0.5300,5.7300,33.3900,64.4925,831,,17283022.1800
PMFO11,Misto,85.6900,86.71,17804.44,1.0078,0.9800,0.6300,3.9000,0.5884,1,,83969452.67
PMIS11,Misto,7.8100,7.81,286679.83,0.8607,1.1500,1.1883,6.0000,4.6714,7276,,134952031.28
PNCR11,Imóveis Residenciais,68.6500,68.65,2.96,1.2652,0.9800,1.3783,12.8400,29.9782,113,,27131645.28
PNDL11,Fundo de Desenvolvimento,---,1085,116788.89,1.022,0.0000,0.0000,0.0000,---,56,,153234860.52
PNPR11,Fundo de Desenvolvimento,75.5000,52,63024,1.3581,25.2300,8.4100,25.2300,---,19,,34380768.33
PNRC11,Outros,102.5200,102.52,105,1.8947,0.6900,2.2525,1.7000,1.7095,105,,22191705.53
PORD11,Papéis,8.4800,8.27,565581.06,0.8607,1.0800,1.1325,5.6900,19.4889,40198,,356192909.9700
PPEI11,Outros,78.6000,88.4,166217.83,0,5.0900,1.5833,9.5000,8.9482,0,,0
PQAG11,Imóveis Industriais e Logísticos,53.3900,51.5,564825.17,0.9265,0.8800,0.8417,4.2700,0.3405,474,,805766999.8300
PQDP11,Shoppings,2337.0000,2384.99,254159.11,0.6808,0.8600,1.0208,4.6100,27.0610,3410,,336911154.5000
PRIF11,Outros,102.9800,101,730.94,0,0.9700,1.9200,1.9200,-0.9725,0,,0
PRSV11,Lajes Corporativas,185.9000,47.89,724.5,0.3181,7.5800,0.0000,13.7900,41.0524,838,,71024775.3100
PRTS11,Shoppings,---,117.7,,1.8445,0.0000,0.0000,0.0000,---,8102,,118155565.38
PULV11,Papéis,7.8500,7.72,36287.94,0.7562,1.1500,0.9433,6.0900,-10.0341,811,,121578260.1
PVBI11,Lajes Corporativas,80.2000,76.8,3699151.11,0.7439,0.6200,0.7142,3.4400,16.1772,159981,,2844548333.8200
QAGR11,Outros,47.5000,41,258464.62,0.7705,0.9700,1.0292,4.2800,15.1087,17348,,305270267.0100
QAMI11,Papéis,85.1200,84.68,26062.94,1.3271,1.1700,0.0000,11.3200,14.2215,8102,,74367555.4800
QIRI11,Papéis,---,78.04,6867.57,1.223,0.0000,0.0000,6.9000,---,8102,,13441852.9500
QNTS11,Outros,---,0,,0,0.0000,0.0000,0.0000,---,136,,234647520.57
RBCO11,Lajes Corporativas,---,0,,0,0.0000,0.0000,0.0000,---,0,,340942316.6400
RBDS11,Fundo de Desenvolvimento,18.6400,2.47,91.44,0.1353,12.6300,0.0000,12.6300,---,851,,2908038.1700
RBED11,Educacional,94.0000,94,28351.38,0.9399,0.7300,1.3817,1.7600,-6.5713,10734,,0.0000
RBFF11,Fundo de Fundos,51.1600,50.59,373206.28,0.8725,1.0000,0.9983,5.3300,11.1362,24881,,220749216.6900
RBGS11,Shoppings,28.4500,28.45,,0.4459,0.6200,0.0000,0.6200,-1.2883,8102,,97865283.7100
RBHG11,Papéis,69.4900,67.67,222711.94,0.7948,1.1500,1.1758,6.0300,-0.9365,9764,,187203521.7000
RBHY11,Papéis,81.7000,79.85,302209.67,0.8624,1.2900,1.3017,6.7800,12.3572,3261,,174914702.9600
RBIF11,Outros,74.1600,73.99,202461.28,0,1.2400,1.1275,6.6800,10.9294,0,,0
RBIR11,Fundo de Desenvolvimento,81.5000,84.48,141120.78,0.9101,1.2300,0.9733,5.9600,12.4332,1565,,142341550.09
RBLG11,Imóveis Industriais e Logísticos,46.0000,46,147.56,0.6746,0.9800,0.9058,5.3800,-21.1693,254,,43657617.4900
RBOP11,Lajes Corporativas,361.5400,187.86,13876.22,0.2616,0.9700,0.4908,16.7100,101.3261,3301,,69962120.41
RBRD11,Varejo,41.0500,40.55,48267,0.6328,1.2200,1.2258,7.0400,32.4774,7751,,119924979.5900
RBRF11,Fundo de Fundos,6.4300,7.08,1889133.72,0.8517,0.9300,1.0625,4.6100,15.2639,122865,,1153137697.0700
RBRI11,Fundo de Desenvolvimento,938.5000,923,2533.39,1.1323,6.4500,3.6267,23.4000,75.0733,115,,113853147.88
RBRL11,Imóveis Industriais e Logísticos,73.0800,78.92,482199.17,0.7465,1.0400,1.0433,4.5500,18.9334,13769,,705294997.1900
RBRM11,Fundo de Desenvolvimento,---,94794.81,,17.8791,0.0000,0.0000,0.0000,---,54,,2860101.93
RBRP11,Lajes Corporativas,44.3400,48.5,1166214.22,0.6534,0.9000,1.0900,4.0100,-3.9249,70262,,915122226.1100
RBRR11,Papéis,81.8000,84.7,2272426.67,0.9541,1.1600,1.0800,4.6100,12.7836,122583,,1361748295.7000
RBRS11,Fundo de Desenvolvimento,35.8400,39,18541.17,0.4057,0.2000,0.8300,0.8300,-27.8963,1046,,166702415.6100
RBRX11,Outros,7.8900,8.06,429299.78,0.8421,1.0100,1.1250,4.2800,19.4941,12650,,281844900.18
RBRY11,Papéis,90.9900,94.12,2267287.11,0.9724,1.1500,1.1342,4.7700,25.3560,60170,,1231799238.8200
RBTS11,Fundo de Desenvolvimento,439.0000,304,715,0.7853,12.6900,10.2725,26.5400,35.6667,141,,25074204.4900
RBVA11,Varejo,88.0000,86.98,1725124.17,0.8174,1.0200,1.0600,5.5200,3.3874,69186,,1663562818.8200
RBVO11,Papéis,5.3200,5.32,1143.43,0.9517,106.3000,9.7367,168.1300,146.5693,6943,,0.0000
RCFF11,Fundo de Fundos,98.0000,101,15173.78,0.9962,5.4100,3.8122,5.4100,53.7687,127,,31932100.4800
RCRB11,Lajes Corporativas,121.6100,130.88,1858476.61,0.6612,0.7200,0.7525,2.8800,11.0868,30414,,741458792.0900
RDCI11,Outros,---,0,,0,0.0000,0.0000,0.0000,---,114,,217786268.4
RDPD11,Papéis,22.7700,22.96,98337.21,1.0555,1.3200,4.0742,29.4500,-0.4671,3141,,36596919.0000
RECD11,Papéis,9.4000,9.9,591.06,1.0102,1.4400,1.4780,5.6800,-3.1538,185,,53462571.16
RECM11,Papéis,9.0000,8.62,41178.22,0.9577,1.2200,1.4350,4.8500,5.6431,628,,81478897.04
RECR11,Papéis,80.8200,85.2,2547911.28,0.9649,1.4200,1.2792,5.6400,26.5366,166836,,2349303928.7700
RECT11,Lajes Corporativas,31.7400,32.36,280986.5,0.3591,1.0400,1.2058,4.8500,26.3563,54217,,776500216.7800
RECX11,Fundo de Fundos,67.9900,67.99,2656.22,0.9381,18.1900,3.2792,24.8200,28.1791,577,,16087023.3700
